"OOR Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name (ELF)","ELF Code","Official Organizational Role (OOR)","Language","Language Code (ISO 639-1)","OOR Transliterated name (per ISO 01-140-10)","Abbreviations OOR Local language","Abbreviations OOR transliterated","Date created YYYY-MM-DD (ISO 8601)","OOR Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason","Applicable legislation / regulation"
"GD5OBU","Estonia","EE","","","Osaühing","JC0Y","Audiitor","Estonian","et","Audiitor","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.190"
"HK0BV9","Estonia","EE","","","Osaühing","JC0Y","Esimees (Juhatuse esimehe)","Estonian","et","Esimees","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.179.6"
"IXXFE2","Estonia","EE","","","Osaühing","JC0Y","Prokuristile","Estonian","et","Prokuristile","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.16.1"
"K710NY","Estonia","EE","","","Osaühing","JC0Y","Nõukogu liige","Estonian","et","Nõukogu liige","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.139.7, 180"
"KKXO7H","Estonia","EE","","","Aktsiaselts","9LJA","Asutaja","Estonian","et","Asutaja","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.17.1, 242"
"PMWIUQ","Estonia","EE","","","Osaühing","JC0Y","Aktsionär","Estonian","et","Aktsionär","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.135.2, 148"
"QE2F3J","Estonia","EE","","","Aktsiaselts","9LJA","Juhataja","Estonian","et","Juhataja","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.308.1"
"T9HIKN","Estonia","EE","","","Aktsiaselts","9LJA","Likvideerija","Estonian","et","Likvideerija","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.369"
"TV1LWM","Estonia","EE","","","Aktsiaselts","9LJA","Nõukogu liige","Estonian","et","Nõukogu liige","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.243.7, 318"
"UPGZNU","Estonia","EE","","","Osaühing","JC0Y","Likvideerija","Estonian","et","Likvideerija","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.206"
"VO1S4E","Estonia","EE","","","Aktsiaselts","9LJA","Esimees","Estonian","et","Esimees","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.309.4"
"VS1ENQ","Estonia","EE","","","Aktsiaselts","9LJA","Eelisaktsia omanikule","Estonian","et","Eelisaktsia omanikule","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.238.1"
"X7RR59","Estonia","EE","","","Aktsiaselts","9LJA","Audiitor","Estonian","et","Audiitor","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.243.7, 328"
"XFIHZL","Estonia","EE","","","Aktsiaselts","9LJA","Aktsionär","Estonian","et","Aktsionär","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.221.2"
"0AHAJA","Finland","FI","","","Aatteellinen yhdistys","UXEW","Selvitysmies","Finnish","fi","Selvitysmies","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 7 luku: 40"
"0AHAJA","Finland","FI","","","Ideell förening","UXEW","Likvidator","Swedish","sv","Likvidator","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 7 kap: 40"
"0CLGDY","Finland","FI","","","Osakeyhtiö","DKUW","Hallituksen jäsen","Finnish","fi","Hallituksen jäsen","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 2 luku: 2"
"0CLGDY","Finland","FI","","","Aktiebolag","DKUW","Ordföranden","Swedish","sv","Ordföranden","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 2 kap: 2; 6 kap 23"
"8X9HUK","Finland","FI","","","Aatteellinen yhdistys","UXEW","Tilintarkastaja","Finnish","fi","Tilintarkastaja","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 2 luku: 8"
"8X9HUK","Finland","FI","","","Ideell förening","UXEW","Revisor","Swedish","sv","Revisor","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 2 kap: 8"
"ADNR79","Finland","FI","","","Aatteellinen yhdistys","UXEW","Valtuutettujen","Finnish","fi","Valtuutettujen","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 4 luku: 18"
"ADNR79","Finland","FI","","","Ideell förening","UXEW","Delegat","Swedish","sv","Delegat","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 4 kap: 18"
"AYEK8K","Finland","FI","","","Osakeyhtiö","DKUW","Varatilintarkastaja","Finnish","fi","Varatilintarkastaja","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 7 luku: 3"
"AYEK8K","Finland","FI","","","Aktiebolag","DKUW","Revisorssuppleant","Swedish","sv","Revisorssuppleant","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 7 kap: 3"
"GDQO73","Finland","FI","","","Säätiö","YK5G","Tilintarkastaja","Finnish","fi","Tilintarkastaja","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 2 luku: 2"
"GDQO73","Finland","FI","","","Stiftelse","YK5G","Revisor","Swedish","sv","Revisor","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 2 kap: 2"
"GLA3NB","Finland","FI","","","Osakeyhtiö","DKUW","Tarkastusvaliokunnan jäsen","Finnish","fi","Tarkastusvaliokunnan jäsen","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 6 luku: 16c"
"GLA3NB","Finland","FI","","","Aktiebolag","DKUW","Ledamot av revisionsutskottet","Swedish","sv","Ledamot av revisionsutskottet","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 6 kap: 16c"
"GZHAJ5","Finland","FI","","","Aatteellinen yhdistys","UXEW","Puheenjohtaja","Finnish","fi","Puheenjohtaja","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 6 luku: 35"
"GZHAJ5","Finland","FI","","","Ideell förening","UXEW","Ordförande","Swedish","sv","Ordförande","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 6 kap: 35"
"H4BYUL","Finland","FI","","","Osakeyhtiö","DKUW","Varajäsen","Finnish","fi","Varajäsen","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 1 luku: 11"
"H4BYUL","Finland","FI","","","Aktiebolag","DKUW","Ställföreträdare","Swedish","sv","Ställföreträdare","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 1 kap: 11"
"H4DVWQ","Finland","FI","","","Säätiö","YK5G","Toimitusjohtaja","Finnish","fi","Toimitusjohtaja","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 2 luku: 13; 3 luku: 15"
"H4DVWQ","Finland","FI","","","Stiftelse","YK5G","Verkställande direktör","Swedish","sv","Verkställande direktör","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 2 kap: 13; 3 kap: 15"
"I6Q16K","Finland","FI","","","Osakeyhtiö","DKUW","Tilintarkastaja","Finnish","fi","Tilintarkastaja","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 2 luku: 2"
"I6Q16K","Finland","FI","","","Aktiebolag","DKUW","Revisor","Swedish","sv","Revisor","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 2 kap: 2"
"IJ2LSZ","Finland","FI","","","Osakeyhtiö","DKUW","Hallintoneuvoston jäsen","Finnish","fi","Hallintoneuvoston jäsen","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 1 luku: 11"
"IJ2LSZ","Finland","FI","","","Aktiebolag","DKUW","Ledamot av förvaltningsrådet","Swedish","sv","Ledamot av förvaltningsrådet","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 1 kap: 11; 2 kap: 2"
"IX5FBU","Finland","FI","","","Säätiö","YK5G","Varatilintarkastaja","Finnish","fi","Varatilintarkastaja","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 4 luku: 4"
"IX5FBU","Finland","FI","","","Stiftelse","YK5G","Revisorssuppleant","Swedish","sv","Revisorssuppleant","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 4 kap: 4"
"KAGFGJ","Finland","FI","","","Aatteellinen yhdistys","UXEW","Perustaja","Finnish","fi","Perustaja","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 2 luku: 7"
"KAGFGJ","Finland","FI","","","Ideell förening","UXEW","Grundaren","Swedish","sv","Grundaren","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 2 kap: 7"
"LJQY8Z","Finland","FI","","","Säätiö","YK5G","Hallintoneuvoston jäsen","Finnish","fi","Hallintoneuvoston jäsen","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 2 luku: 2"
"LJQY8Z","Finland","FI","","","Stiftelse","YK5G","Ledamot av förvaltningsrådet","Swedish","sv","Ledamot av förvaltningsrådet","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 2 kap: 2"
"MKOKJN","Finland","FI","","","Aatteellinen yhdistys","UXEW","Jäsen","Finnish","fi","Jäsen","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 2 luku: 7; 3 luku: 10"
"MKOKJN","Finland","FI","","","Ideell förening","UXEW","Medlem","Swedish","sv","Medlem","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 2 kap: 7; 3 kap: 10"
"NCLNV6","Finland","FI","","","Säätiö","YK5G","Puheenjohtaja","Finnish","fi","Puheenjohtaja","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 3 luku: 5"
"NCLNV6","Finland","FI","","","Stiftelse","YK5G","Ordförande","Swedish","sv","Ordförande","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 3 kap: 5"
"ODANZT","Finland","FI","","","Osakeyhtiö","DKUW","Toimitusjohtaja","Finnish","fi","Toimitusjohtaja","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 1 luku: 11"
"ODANZT","Finland","FI","","","Aktiebolag","DKUW","Verkställande direktör","Swedish","sv","Verkställande direktör","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 1 kap: 11"
"PXTYIY","Finland","FI","","","Säätiö","YK5G","Hallituksen jäsen","Finnish","fi","Hallituksen jäsen","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 2 luku: 2"
"PXTYIY","Finland","FI","","","Stiftelse","YK5G","Styrelseledamot","Swedish","sv","Styrelseledamot","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 2 kap: 2"
"ROZB5B","Finland","FI","","","Säätiö","YK5G","Perustaja","Finnish","fi","Perustaja","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 1 luku: 2"
"ROZB5B","Finland","FI","","","Stiftelse","YK5G","Stiftaren","Swedish","sv","Stiftaren","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 1 kap: 2"
"SQKWUM","Finland","FI","","","Osakeyhtiö","DKUW","Osakkeenomistaja","Finnish","fi","Osakkeenomistaja","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 1 luku: 2"
"SQKWUM","Finland","FI","","","Aktiebolag","DKUW","Aktieägare","Swedish","sv","Aktieägare","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 1 kap: 2"
"VKYQ2O","Finland","FI","","","Osakeyhtiö","DKUW","Selvitysmies","Finnish","fi","Selvitysmies","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 20 luku: 9"
"VKYQ2O","Finland","FI","","","Aktiebolag","DKUW","Likvidator","Swedish","sv","Likvidator","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 20 kap: 9"
"W8MUZG","Finland","FI","","","Aatteellinen yhdistys","UXEW","Hallituksen jäsen","Finnish","fi","Hallituksen jäsen","","","2023-06-28","ACTV","","","","Yhdistyslaki, 1989 - 2 luku: 8"
"W8MUZG","Finland","FI","","","Ideell förening","UXEW","Styrelseledamot","Swedish","sv","Styrelseledamot","","","2023-06-28","ACTV","","","","Föreningslagen, 1989 - 2 kap: 8"
"X0NZFT","Finland","FI","","","Säätiö","YK5G","Selvitysmies","Finnish","fi","Selvitysmies","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 12 luku: 9"
"X0NZFT","Finland","FI","","","Stiftelse","YK5G","Likvidator","Swedish","sv","Likvidator","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 12 kap: 9"
"XANCSC","Finland","FI","","","Osakeyhtiö","DKUW","Puheenjohtaja","Finnish","fi","Puheenjohtaja","","","2023-06-28","ACTV","","","","Osakeyhtiölaki, 2006 - 6 luku: 23"
"XANCSC","Finland","FI","","","Aktiebolag","DKUW","Styrelseledamot","Swedish","sv","Styrelseledamot","","","2023-06-28","ACTV","","","","Aktiebolagslag, 2006 - 6 kap: 8"
"ZOLMG3","Finland","FI","","","Säätiö","YK5G","Varajäsen","Finnish","fi","Varajäsen","","","2023-06-28","ACTV","","","","Säätiölaki, 2014 - 3 luku: 8"
"ZOLMG3","Finland","FI","","","Stiftelse","YK5G","Ersättare","Swedish","sv","Ersättare","","","2023-06-28","ACTV","","","","Stiftelselag, 2014 - 3 kap: 8"
"4BIJAS","France","FR","","","Société à responsabilité limitée (sans autre indication)","V9QP","Gérant","French","fr","Gérant","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre III - Art.L223-10"
"5Z4BUB","France","FR","","","Société anonyme","QVPB","Liquidateur","French","fr","Liquidateur","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-103"
"6F3TTF","France","FR","","","Société à responsabilité limitée (sans autre indication)","V9QP","Commissaire aux apports","French","fr","Commissaire aux apports","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre III - Art.L223-9"
"6SUCZC","France","FR","","","Société anonyme","QVPB","Administrateur","French","fr","Administrateur","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-18"
"8DLJ60","France","FR","","","Société anonyme","QVPB","Membre du directoire","French","fr","Membre du directoire","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-58"
"BJQQP8","France","FR","","","Société anonyme","QVPB","Directeur général","French","fr","Directeur général","DG","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-35"
"CRZGXD","France","FR","","","SAS, société par actions simplifiée","6CHY","Associé","French","fr","Associé","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre VII - Art.L227-1"
"DGXQ8F","France","FR","","","Organisme de placement collectif en valeurs mobilières sans personnalité morale","MQU9","Gérant","French","fr","Gérant","","","2023-06-28","ACTV","","","","Code monétaire et financier: Livre II: Titre Ier: Chapitre IV: Section 1: Art. 214-8-6"
"EJIQTF","France","FR","","","Organisme de placement collectif en valeurs mobilières sans personnalité morale","MQU9","Directeur général","French","fr","Directeur général","DG","DG","2023-06-28","ACTV","","","","Code monétaire et financier: Livre II: Titre Ier: Chapitre IV: Section 1: Art. 214-7-2"
"EKJBXA","France","FR","","","SAS, société par actions simplifiée","6CHY","Commissaire aux comptes","French","fr","Commissaire aux comptes","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre VII - Art.L227-9-1"
"EM1G8Z","France","FR","","","Société anonyme","QVPB","Nue-propriété","French","fr","Nue-propriété","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-140"
"G44TSG","France","FR","","","Organisme de placement collectif en valeurs mobilières sans personnalité morale","MQU9","Directeur général","French","fr","Directeur général","DG","DG","2023-06-28","ACTV","","","","Code monétaire et financier: Livre II: Titre Ier: Chapitre IV: Section 1: Art. 214-7-3"
"I4NTAM","France","FR","","","Organisme de placement collectif en valeurs mobilières sans personnalité morale","MQU9","Souscripteur","French","fr","Souscripteur","","","2023-06-28","ACTV","","","","Code monétaire et financier: Livre II: Titre Ier: Chapitre IV: Section 1: Art. 214-7"
"IFHDEO","France","FR","","","Société anonyme","QVPB","Membre du conseil de surveillance","French","fr","Membre du conseil de surveillance","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-17"
"IGV2PA","France","FR","","","SAS, société par actions simplifiée","6CHY","Dirigeant","French","fr","Dirigeant","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre VII - Art.L227-8"
"J0PRHT","France","FR","","","Société anonyme","QVPB","Directeur général délégué","French","fr","Directeur général délégué","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre V - Art.L225-53"
"J3FHWJ","France","FR","","","Organisme de placement collectif en valeurs mobilières sans personnalité morale","MQU9","Actionnaire","French","fr","Actionnaire","","","2023-06-28","ACTV","","","","Code monétaire et financier: Livre II: Titre Ier: Chapitre IV: Section 1: Art. 214-7"
"KVEAIC","France","FR","","","Société à responsabilité limitée (sans autre indication)","V9QP","Associé","French","fr","Associé","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre III - Art.L223-3"
"LZS8Z4","France","FR","","","Société à responsabilité limitée (sans autre indication)","V9QP","Commissaire aux comptes","French","fr","Commissaire aux comptes","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre III - Art.L223-11"
"MFZN2H","France","FR","","","SAS, société par actions simplifiée","6CHY","Commissaire aux apports","French","fr","Commissaire aux apports","","","2023-06-28","ACTV","","","","Code de commerce: Livre II: Titre II: Chapitre VII - Art.L227-1"
